"SYMBOL","COMPANY","NAME(S) OF THE ACQUIRER AND ITS (PAC)","DATE OF ACQUISITION / SALE OF SHARES / VR / DATE OF RECEIPT OF INTIMATION OF","TOTAL ACQUISTION (SHARES/VOTING RIGHTS/WARRANTS/ CONVERTIBLE SECURITIES/ ANY OTHER INSTRUMENT)","TOTAL SALE (SHARES/VOTING RIGHTS/WARRANTS/ CONVERTIBLE SECURITIES/ANY OTHER INSTRUMENT)","TOTAL AFTER ACQUISITION/SALE (SHARES/VOTING RIGHTS/WARRANTS/ CONVERTIBLE SECURITIES/ANY OTHER INSTRUMENT)","REGULATION","BROADCAST DATE/ TIME"
"PEARLPOLY","Pearl Polymers Limited","Nidhi Choudhari","14-NOV-2020 to 14-NOV-2020",,"3000","87000","Reg29(2)","17-Nov-2020, 19-52"
"GENUSPAPER","Genus Paper & Boards Limited","ANJU AGARWAL","14-NOV-2020 to 14-NOV-2020","101",,"152942","Reg29(2)","17-Nov-2020, 19-50"
"GENUSPOWER","Genus Power Infrastructures Limited","SIMPLE AGARWAL","14-NOV-2020 to 14-NOV-2020","11000",,"762020","Reg29(2)","17-Nov-2020, 19-50"
"GENUSPOWER","Genus Power Infrastructures Limited","Anju Agarwal","14-NOV-2020 to 14-NOV-2020","101",,"152942","Reg29(2)","17-Nov-2020, 17-40"
"HINDCON","Hindcon Chemicals Limited","Sanjay Goenka","14-NOV-2020 to 14-NOV-2020","4000",,"1806500","Reg29(2)","17-Nov-2020, 15-30"
"RKFORGE","Ramkrishna Forgings Limited","Chaitanya Jalan","14-NOV-2020 to 14-NOV-2020","1100",,"19714094","Reg29(2)","17-Nov-2020, 15-28"
"RKFORGE","Ramkrishna Forgings Limited","Chaitanya Jalan","14-NOV-2020 to 14-NOV-2020","1100",,"19714094","Reg29(1)","17-Nov-2020, 15-28"
"MANINDS","Man Industries (India) Limited","Man Finance Private Limited","09-NOV-2020 to 09-NOV-2020","3000000",,"3000000","Reg29(2)","17-Nov-2020, 14-14"
"GREENPLY","Greenply Industries Limited","S. M. Management Pvt. Ltd","14-NOV-2020 to 14-NOV-2020","10000",,"32925424","Reg29(2)","17-Nov-2020, 10-20"
"IBREALEST","Indiabulls Real Estate Limited","Morgan Stanley Asia (Singapore) Pte","12-NOV-2020 to 12-NOV-2020",,"7580281","9230442","Reg29(2)","17-Nov-2020, 10-18"
"ASTEC","Astec LifeSciences Limited","Ashok V. Hiremath","13-NOV-2020 to 13-NOV-2020",,"520000","967514","Reg29(2)","17-Nov-2020, 10-06"
"AMJUMBO","A and M Jumbo Bags Limited","Mandeep Kaur Pannu","12-NOV-2020 to 12-NOV-2020","2600000",,"2600000","Reg29(1)","17-Nov-2020, 09-52"
"MAHICKRA","Mahickra Chemicals Limited","Ashishkumar Champaklal Gandhi HUF","13-NOV-2020 to 13-NOV-2020","1500",,"22500","Reg29(2)","17-Nov-2020, 09-52"
"KALPATPOWR","Kalpataru Power Transmission Limited","Mofatraj P. Munot and Parag M. Munot along with PAC","11-NOV-2020 to 11-NOV-2020",,,"84114663","Reg29(2)","17-Nov-2020, 09-50"
"GENUSPOWER","Genus Power Infrastructures Limited","Seema Todi","11-NOV-2020 to 11-NOV-2020","1487577",,"5193675","Reg29(2)","13-Nov-2020, 20-56"
"INFY","Infosys Limited","Kumari Shibulal","12-NOV-2020 to 12-NOV-2020",,"401000","8896930","Reg29(2)","13-Nov-2020, 20-56"
"INFY","Infosys Limited","S D Shibulal","12-NOV-2020 to 12-NOV-2020","401000",,"2166768","Reg29(2)","13-Nov-2020, 20-56"
"MANGCHEFER","Mangalore Chemicals & Fertilizers Limited","JYOTSNA PODDAR","12-NOV-2020 to 12-NOV-2020","19469",,"157152","Reg29(2)","13-Nov-2020, 20-56"
"TAJGVK","Taj GVK Hotels & Resorts Limited","G Indira Krishna Reddy","12-NOV-2020 to 12-NOV-2020",,"313500","7255447","Reg29(2)","13-Nov-2020, 18-40"
"TAJGVK","Taj GVK Hotels & Resorts Limited","Shalini Bhupal","12-NOV-2020 to 12-NOV-2020",,"313500","23135359","Reg29(2)","13-Nov-2020, 18-40"
"TAJGVK","Taj GVK Hotels & Resorts Limited","Krishna Bhupal","12-NOV-2020 to 12-NOV-2020","313500",,"313500","Reg29(2)","13-Nov-2020, 18-38"
"TAJGVK","Taj GVK Hotels & Resorts Limited","G V Krishna Reddy","12-NOV-2020 to 12-NOV-2020","313500",,"313500","Reg29(2)","13-Nov-2020, 18-38"
"TAJGVK","Taj GVK Hotels & Resorts Limited","G V Krishna Reddy","12-NOV-2020 to 12-NOV-2020","313500",,"313500","Reg29(2)","13-Nov-2020, 18-38"
"GREENPLY","Greenply Industries Limited","S. M. Management Pvt. Ltd.","13-NOV-2020 to 13-NOV-2020","30000",,"32915424","Reg29(2)","13-Nov-2020, 18-34"
"SHIL","Somany Home Innovation Limited","Portfolio Management clients of Equity Intelligence India Pvt Ltd, EQ India Fund, Equity Intelligence India Pvt Ltd & Mr. Porinju Veliyath","11-NOV-2020 to 11-NOV-2020","565800",,"8444017","Reg29(2)","13-Nov-2020, 18-12"
"INOXLEISUR","INOX Leisure Limited","GFL Limited","12-NOV-2020 to 12-NOV-2020","0",,"52786467","Reg29(2)","13-Nov-2020, 18-08"
"PVR","PVR Limited","ICICI Prudential Mutual Fund (the Fund) under its scheme","11-NOV-2020 to 11-NOV-2020",,"66601","4026673","Reg29(2)","13-Nov-2020, 18-06"
"SITINET","Siti Networks Limited","IDBI Trusteeship Services Limited","12-NOV-2020 to 13-NOV-2020",,"0","85714285","Reg29(2)","13-Nov-2020, 18-06"
"GODFRYPHLP","Godfrey Phillips India Limited","K K Modi Investment And Financial Services Private Limited along with PAC","13-NOV-2020 to 13-NOV-2020","60000",,"24601562","Reg29(2)","13-Nov-2020, 18-04"
"AUTOIND","Autoline Industries Limited","Linc Wise Software Pvt Ltd","10-NOV-2020 to 10-NOV-2020",,,"1000000","Reg29(2)","13-Nov-2020, 17-06"
"AUTOIND","Autoline Industries Limited","Mrs Rema Radhakrishnan","10-NOV-2020 to 10-NOV-2020",,,"308717","Reg29(2)","13-Nov-2020, 17-06"
"BHAGERIA","Bhageria Industries Limited","Aditya Bhageria","12-NOV-2020 to 12-NOV-2020","10000",,"63727","Reg29(2)","13-Nov-2020, 16-54"
"AUTOIND","Autoline Industries Limited","Mr Shivaji Akhade","10-NOV-2020 to 10-NOV-2020",,,"3474981","Reg29(2)","13-Nov-2020, 16-44"
"AUTOIND","Autoline Industries Limited","Mr Sudhir Mungase","10-NOV-2020 to 10-NOV-2020",,,"2948431","Reg29(2)","13-Nov-2020, 16-44"
"AUTOIND","Autoline Industries Limited","Mr Vilas Lande","10-NOV-2020 to 10-NOV-2020",,,"1419176","Reg29(2)","13-Nov-2020, 16-44"
"RBLBANK","RBL Bank Limited","Maple II B.V","12-NOV-2020 to 12-NOV-2020","56440700",,"56440700","Reg29(1)","13-Nov-2020, 16-36"
"HATSUN","Hatsun Agro Product Limited","C Sathyan","12-NOV-2020 to 13-NOV-2020","625000",,"15821774","Reg29(2)","13-Nov-2020, 16-34"
"TAJGVK","Taj GVK Hotels & Resorts Limited","Krishna R Bhupal","12-NOV-2020 to 12-NOV-2020","313500",,"313500","Reg29(2)","13-Nov-2020, 16-26"
"JKPAPER","JK Paper Limited","Bengal and Assam Company Ltd along with PAC","10-NOV-2020 to 10-NOV-2020",,,"87137211","Reg29(2)","13-Nov-2020, 16-24"
"TAJGVK","Taj GVK Hotels & Resorts Limited","Shalini Bhupal","12-NOV-2020 to 12-NOV-2020",,"313500","23135359","Reg29(2)","13-Nov-2020, 16-24"
"TAJGVK","Taj GVK Hotels & Resorts Limited","G V Krishna Reddy","12-NOV-2020 to 12-NOV-2020","313500",,"313500","Reg29(2)","13-Nov-2020, 16-22"
"TAJGVK","Taj GVK Hotels & Resorts Limited","G Indira Krishna Reddy","12-NOV-2020 to 12-NOV-2020",,"313500","7255447","Reg29(2)","13-Nov-2020, 16-12"
"GENUSPOWER","Genus Power Infrastructures Limited","Himanshu Agarwal","11-NOV-2020 to 11-NOV-2020",,"1760899","7167237","Reg29(2)","13-Nov-2020, 16-10"
"GENUSPOWER","Genus Power Infrastructures Limited","Sharda Todi","11-NOV-2020 to 11-NOV-2020","273322",,"2369927","Reg29(2)","13-Nov-2020, 16-06"
"GENUSPAPER","Genus Paper & Boards Limited","Sharda Todi","11-NOV-2020 to 12-NOV-2020","134325",,"2306220","Reg29(2)","13-Nov-2020, 16-04"
"ADANIGREEN","Adani Green Energy Limited","SBICAP Trustee Company Ltd","10-NOV-2020 to 10-NOV-2020",,"1466667","2700000","Reg29(2)","13-Nov-2020, 16-02"
"JKPAPER","JK Paper Limited","Bengal and Assam Company Limited along with PAC","10-NOV-2020 to 10-NOV-2020","0",,"87137211","Reg29(2)","13-Nov-2020, 15-56"
"MITTAL","Mittal Life Style Limited","J.K. Denim fab Private Limited along with PAC","24-JUN-2020 to 11-NOV-2020",,"225588","7378912","Reg29(2)","13-Nov-2020, 12-18"
"MITTAL","Mittal Life Style Limited","Mittal Brijeshkumar Jagdishkumar along with PAC","24-JUN-2020 to 11-NOV-2020",,"10000","7604500","Reg29(2)","13-Nov-2020, 12-18"
"GENUSPAPER","Genus Paper & Boards Limited","Himanshu Agarwal","11-NOV-2020 to 11-NOV-2020",,"924606","7103530","Reg29(2)","13-Nov-2020, 11-24"
"MANGCHEFER","Mangalore Chemicals & Fertilizers Limited","JYOTSNA PODDAR","11-NOV-2020 to 11-NOV-2020","37683",,"137683","Reg29(2)","13-Nov-2020, 11-22"
"CROMPTON","Crompton Greaves Consumer Electricals Limited","Deutsche Bank AG","10-NOV-2020 to 10-NOV-2020","28571153",,"71690212","Reg29(2)","13-Nov-2020, 11-20"
"AUTOIND","Autoline Industries Limited","JM Financial Asset Reconstruction Company Limited acting in its capacity as trustee of JMFARC CSB September 2015  Trust","10-NOV-2020 to 10-NOV-2020",,,"4845559","Reg29(1)","12-Nov-2020, 20-48"
"SITINET","Siti Networks Limited","Direct Media Solutions LLP","10-NOV-2020 to 10-NOV-2020",,"2157000","21199732","Reg29(2)","12-Nov-2020, 20-48"
"SITINET","Siti Networks Limited","Bioscope Cinemas Private Limited","10-NOV-2020 to 10-NOV-2020",,"23312335","42237611","Reg29(2)","12-Nov-2020, 20-48"
"GENUSPAPER","Genus Paper & Boards Limited","Seema Todi","11-NOV-2020 to 11-NOV-2020","790281",,"5129795","Reg29(2)","12-Nov-2020, 19-10"
"VIKASMCORP","Vikas Multicorp Limited","N-anO Kishore Garg","11-NOV-2020 to 11-NOV-2020",,"7977081","35440014","Reg29(2)","12-Nov-2020, 19-06"
"VIKASMCORP","Vikas Multicorp Limited","Seema Garg","11-NOV-2020 to 11-NOV-2020",,"5532940","38980367","Reg29(2)","12-Nov-2020, 19-06"
"HFCL","HFCL Limited","MN Ventures Private Limited","12-NOV-2020 to 12-NOV-2020","1000000",,"285390000","Reg29(2)","12-Nov-2020, 19-02"
"SANDHAR","Sandhar Technologies Limited","Jayant Davar","11-NOV-2020 to 11-NOV-2020","1000",,"31297171","Reg29(2)","12-Nov-2020, 19-02"
"GREENPLY","Greenply Industries Limited","S. M. Management Pvt. Ltd","11-NOV-2020 to 11-NOV-2020","11732",,"32885424","Reg29(2)","12-Nov-2020, 19-00"
"NXTDIGITAL","NXTDIGITAL LIMITED","Dilipkumar Lakhi along with PAC","10-NOV-2020 to 10-NOV-2020","342306",,"1224761","Reg29(2)","12-Nov-2020, 19-00"
"URAVI","Uravi T and Wedge Lamps Limited","Viney Corporation Limited","06-NOV-2020 to 06-NOV-2020","1371600",,"1371600","Reg29(1)","12-Nov-2020, 09-04"
"URAVI","Uravi T and Wedge Lamps Limited","Brijesh Aggarwal Viney Parkash Aggarwal Rakesh Kumar Aggarwal Brijesh Aggarwal HUF Viney Parkash Aggarwal HUF Ved Parkash HUF","06-NOV-2020 to 06-NOV-2020",,"1371600","628390","Reg29(2)","12-Nov-2020, 09-04"
"SKIL","SKIL Infrastructure Limited","Vistra ITCL (India) Limited","07-OCT-2020 to 10-NOV-2020","4500000","3066000","8809000","Reg29(2)","11-Nov-2020, 19-36"
"HFCL","HFCL Limited","MN Ventures Private Limited","11-NOV-2020 to 11-NOV-2020","1000000",,"284390000","Reg29(2)","11-Nov-2020, 19-34"
"CROMPTON","Crompton Greaves Consumer Electricals Limited","Nirsinia Ltd","10-NOV-2020 to 10-NOV-2020",,"0","22410","Reg29(2)","11-Nov-2020, 19-32"
"CROMPTON","Crompton Greaves Consumer Electricals Limited","MacRitchie Investments Pte. Ltd","10-NOV-2020 to 10-NOV-2020",,"18926179","37612367","Reg29(2)","11-Nov-2020, 19-32"
"CROMPTON","Crompton Greaves Consumer Electricals Limited","Amalfiaco Limited","10-NOV-2020 to 10-NOV-2020",,"36073821","71667802","Reg29(2)","11-Nov-2020, 19-32"
"MMP","MMP Industries Limited","Star Circlips & Engineering Limited","09-NOV-2020 to 10-NOV-2020","161500",,"1158268","Reg29(2)","11-Nov-2020, 19-32"
"SITINET","Siti Networks Limited","IDBI Trusteeship Services Limited","10-NOV-2020 to 10-NOV-2020",,"25469335","111183620","Reg29(2)","11-Nov-2020, 19-30"
"UPL","UPL Limited","Uniphos Enterprises Limited","09-NOV-2020 to 10-NOV-2020","54700",,"38829531","Reg29(2)","11-Nov-2020, 19-26"
"SHILPAMED","Shilpa Medicare Limited","Vishnuka C. Bhutada HUF","09-NOV-2020 to 10-NOV-2020","10",,"1336140","Reg29(2)","11-Nov-2020, 17-38"
"SHILPAMED","Shilpa Medicare Limited","Keshav Bhutada","09-NOV-2020 to 10-NOV-2020","957076",,"2000000","Reg29(2)","11-Nov-2020, 17-38"
"SHILPAMED","Shilpa Medicare Limited","Namrata Bhutada","09-NOV-2020 to 10-NOV-2020","0",,"22500","Reg29(2)","11-Nov-2020, 17-38"
"SHILPAMED","Shilpa Medicare Limited","Vishnukant Bhutada","09-NOV-2020 to 10-NOV-2020",,"1720402","6365610","Reg29(2)","11-Nov-2020, 17-38"
"SHILPAMED","Shilpa Medicare Limited","Madhav Bhutada","09-NOV-2020 to 10-NOV-2020","763326",,"2000000","Reg29(2)","11-Nov-2020, 17-38"
"SHILPAMED","Shilpa Medicare Limited","Dharmavati Bhutada","09-NOV-2020 to 10-NOV-2020","0",,"6207796","Reg29(2)","11-Nov-2020, 17-38"
"CROMPTON","Crompton Greaves Consumer Electricals Limited","Deutsche Bank AG","09-NOV-2020 to 09-NOV-2020",,"64644974","43119059","Reg29(2)","11-Nov-2020, 16-58"
"BHAGERIA","Bhageria Industries Limited","Akashdeep International Pvt Ltd","09-NOV-2020 to 09-NOV-2020","30000",,"3998372","Reg29(2)","11-Nov-2020, 16-54"
"BHAGERIA","Bhageria Industries Limited","Aditya Bhageria","09-NOV-2020 to 09-NOV-2020","1000",,"53727","Reg29(2)","11-Nov-2020, 16-54"
"SANDHAR","Sandhar Technologies Limited","Jayant Davar","10-NOV-2020 to 10-NOV-2020","3100",,"31296171","Reg29(2)","11-Nov-2020, 15-58"
"CROMPTON","Crompton Greaves Consumer Electricals Limited","MacRitchie Investments Pte. Ltd","10-NOV-2020 to 10-NOV-2020",,"18926179","37612367","Reg29(2)","11-Nov-2020, 15-56"
"CROMPTON","Crompton Greaves Consumer Electricals Limited","Amalfiaco Limited","10-NOV-2020 to 10-NOV-2020",,"36073821","71667802","Reg29(2)","11-Nov-2020, 15-56"
"CROMPTON","Crompton Greaves Consumer Electricals Limited","Nirsinia Limited","10-NOV-2020 to 10-NOV-2020",,"0","22410","Reg29(2)","11-Nov-2020, 15-56"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","BNP Paribas in capacity of security agent on behalf of lenders","09-NOV-2020 to 09-NOV-2020",,,"41732332","Reg29(2)","11-Nov-2020, 09-22"
"STINDIA","STI India Limited","Bela Properties Private Limited","10-NOV-2020 to 10-NOV-2020","1000000",,"2200000","Reg29(1)","10-Nov-2020, 19-02"
"GREENPLY","Greenply Industries Limited","S. M. Management Pvt. Ltd.","09-NOV-2020 to 10-NOV-2020","53759",,"32873692","Reg29(2)","10-Nov-2020, 18-30"
"MAHICKRA","Mahickra Chemicals Limited","Mitesh C Gandhi HUF","09-NOV-2020 to 09-NOV-2020","1500",,"25500","Reg29(2)","10-Nov-2020, 18-28"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","Nilgiri Plantations Limited","10-NOV-2020 to 10-NOV-2020","125000",,"4181740","Reg29(2)","10-Nov-2020, 17-38"
"TOKYOPLAST","Tokyo Plast International Limited","Priti Haresh Shah","14-NOV-2019 to 06-NOV-2020","124713",,"475392","Reg29(2)","10-Nov-2020, 17-20"
"TOKYOPLAST","Tokyo Plast International Limited","Priyaj Haresh Shah","14-NOV-2019 to 06-NOV-2020","76840",,"2504513","Reg29(2)","10-Nov-2020, 17-20"
"TOKYOPLAST","Tokyo Plast International Limited","Dharmil Haresh Shah","14-NOV-2019 to 06-NOV-2020","78672",,"2458722","Reg29(2)","10-Nov-2020, 17-20"
"GREENLAM","Greenlam Industries Limited","Greenply Leasing & Finance Private Limited","09-NOV-2020 to 09-NOV-2020","60000",,"9063511","Reg29(2)","10-Nov-2020, 17-08"
"GREENLAM","Greenlam Industries Limited","Mr. Saurabh Mittal","09-NOV-2020 to 09-NOV-2020",,"60000","3146534","Reg29(2)","10-Nov-2020, 17-08"
"URAVI","Uravi T and Wedge Lamps Limited","Brijesh Aggarwal Viney Parkash Aggarwal Rakesh Kumar Aggarwal Brijesh Aggarwal HUF Viney Parkash Aggarwal HUF Ved Parkash HUF","06-NOV-2020 to 06-NOV-2020",,"1371600","628390","Reg29(2)","10-Nov-2020, 16-38"
"ASTEC","Astec LifeSciences Limited","Ashok V. Hiremath","06-NOV-2020 to 06-NOV-2020",,"5473","1487514","Reg29(2)","10-Nov-2020, 16-26"
"URAVI","Uravi T and Wedge Lamps Limited","Viney Corporation Limited","06-NOV-2020 to 06-NOV-2020","1371600",,"1371600","Reg29(1)","10-Nov-2020, 16-16"
"STAR","Strides Pharma Science Limited","Life Insurance Corporation of India","06-NOV-2020 to 06-NOV-2020","50000",,"4490215","Reg29(1)","10-Nov-2020, 16-14"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","DB Mody HUF","09-NOV-2020 to 09-NOV-2020",,"380168","0","Reg29(2)","10-Nov-2020, 14-58"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","Jay Mehta","09-NOV-2020 to 09-NOV-2020",,"1862321","0","Reg29(2)","10-Nov-2020, 14-58"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","Bharat Mehta","09-NOV-2020 to 09-NOV-2020",,"2069516","0","Reg29(2)","10-Nov-2020, 14-58"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","Pallavi Bharat Mehta","09-NOV-2020 to 09-NOV-2020",,"7402547","606261","Reg29(2)","10-Nov-2020, 14-56"
"SHILPAMED","Shilpa Medicare Limited","Kamal Kishore Innani","06-NOV-2020 to 09-NOV-2020",,"1900000","165236","Reg29(2)","10-Nov-2020, 11-08"
"SHILPAMED","Shilpa Medicare Limited","Suraj Kumar Innani","06-NOV-2020 to 09-NOV-2020","2900000",,"3980695","Reg29(2)","10-Nov-2020, 11-08"
"SHILPAMED","Shilpa Medicare Limited","Keerthi Innani","06-NOV-2020 to 09-NOV-2020",,"900000","155021","Reg29(2)","10-Nov-2020, 11-08"
"SHILPAMED","Shilpa Medicare Limited","Priya Innani","06-NOV-2020 to 09-NOV-2020","0",,"1080696","Reg29(2)","10-Nov-2020, 11-08"
"SHILPAMED","Shilpa Medicare Limited","Manjulata Innani","06-NOV-2020 to 09-NOV-2020",,"2100000","157546","Reg29(2)","10-Nov-2020, 11-08"
"SHILPAMED","Shilpa Medicare Limited","Ravi Kumar Innani","06-NOV-2020 to 09-NOV-2020","2900000",,"4006370","Reg29(2)","10-Nov-2020, 11-08"
"TRIDENT","Trident Limited","Rajinder Gupta","09-NOV-2020 to 09-NOV-2020","0",,"11155960","Reg29(2)","10-Nov-2020, 11-08"
"TRIDENT","Trident Limited","Trident Capital Limited","09-NOV-2020 to 09-NOV-2020",,"192736190","0","Reg29(2)","10-Nov-2020, 11-08"
"TRIDENT","Trident Limited","Rajinder Gupta","09-NOV-2020 to 09-NOV-2020","0",,"11155960","Reg29(2)","10-Nov-2020, 11-08"
"TRIDENT","Trident Limited","Trident Group Limited","09-NOV-2020 to 09-NOV-2020","552793675",,"2271169835","Reg29(2)","10-Nov-2020, 11-08"
"TRIDENT","Trident Limited","Madhuraj Foundation","09-NOV-2020 to 09-NOV-2020","0",,"1370637010","Reg29(2)","10-Nov-2020, 11-08"
"TRIDENT","Trident Limited","Trident Industrial Corp Limited","09-NOV-2020 to 09-NOV-2020",,"323717515","0","Reg29(2)","10-Nov-2020, 11-08"
"TRIDENT","Trident Limited","Trident Corp Limited","09-NOV-2020 to 09-NOV-2020",,"15339970","0","Reg29(2)","10-Nov-2020, 11-08"
"TRIDENT","Trident Limited","Trident Corporate Services Limited","09-NOV-2020 to 09-NOV-2020",,"10500000","0","Reg29(2)","10-Nov-2020, 11-08"
"TRIDENT","Trident Limited","Trident Corporate Solutions Limited","09-NOV-2020 to 09-NOV-2020",,"10500000","0","Reg29(2)","10-Nov-2020, 11-08"
"TRIDENT","Trident Limited","Trident Group Limited","09-NOV-2020 to 09-NOV-2020","552793675",,"2271169835","Reg29(2)","10-Nov-2020, 11-08"
"TRIDENT","Trident Limited","Trident Corporate Services Limited","09-NOV-2020 to 09-NOV-2020",,"10500000","0","Reg29(2)","10-Nov-2020, 11-08"
"TRIDENT","Trident Limited","Trident Corp Limited","09-NOV-2020 to 09-NOV-2020",,"15339970","0","Reg29(2)","10-Nov-2020, 11-08"
"TRIDENT","Trident Limited","Trident Capital Limited","09-NOV-2020 to 09-NOV-2020",,"192736190","0","Reg29(2)","10-Nov-2020, 11-08"
"TRIDENT","Trident Limited","Lotus Global Foundation","09-NOV-2020 to 09-NOV-2020",,"0","8166000","Reg29(2)","10-Nov-2020, 11-08"
"TRIDENT","Trident Limited","Trident Industrial Corp Limited","09-NOV-2020 to 09-NOV-2020",,"323717515","0","Reg29(2)","10-Nov-2020, 11-08"
"TRIDENT","Trident Limited","Madhuraj Foundation","09-NOV-2020 to 09-NOV-2020","0",,"1370637010","Reg29(2)","10-Nov-2020, 11-08"
"TRIDENT","Trident Limited","Lotus Global Foundation","09-NOV-2020 to 09-NOV-2020","8166000",,"16332000","Reg29(2)","10-Nov-2020, 11-08"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","Pranabh Dinesh Mody","09-NOV-2020 to 09-NOV-2020",,"5559757","525339","Reg29(2)","09-Nov-2020, 18-38"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","Purvi Uday Asher","09-NOV-2020 to 09-NOV-2020",,"1732791","0","Reg29(2)","09-Nov-2020, 18-38"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","Shirish Bhagwanlal Mody","09-NOV-2020 to 09-NOV-2020",,"2522605","0","Reg29(2)","09-Nov-2020, 18-36"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","Kumud Dinesh Mody","09-NOV-2020 to 09-NOV-2020",,"3661669","0","Reg29(2)","09-Nov-2020, 18-26"
"SITINET","Siti Networks Limited","IDBI Trusteeship Services Limited","06-NOV-2020 to 06-NOV-2020",,"40000000","151183620","Reg29(2)","09-Nov-2020, 17-54"
"CSBBANK","CSB Bank Limited","Madhavan Menon","05-NOV-2020 to 05-NOV-2020","2000",,"6397","Reg29(2)","09-Nov-2020, 17-48"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","Tau Investment Holdings Pte. Ltd., Tau Holdco Pte. Ltd. and KKR Asia III Fund Investments Pte. Ltd.","09-NOV-2020 to 09-NOV-2020","34003153",,"41732332","Reg29(2)","09-Nov-2020, 17-16"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","Bharati S Mody","09-NOV-2020 to 09-NOV-2020",,"4567157","0","Reg29(2)","09-Nov-2020, 16-58"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","Nirav Shirish Mody","09-NOV-2020 to 09-NOV-2020",,"4244622","342759","Reg29(2)","09-Nov-2020, 16-58"
"BHAGERIA","Bhageria Industries Limited","Aditya V Bhageria","06-NOV-2020 to 06-NOV-2020","632",,"52727","Reg29(2)","09-Nov-2020, 16-54"
"BIGBLOC","Bigbloc Construction Limited","Narayan Saboo HUF","06-NOV-2020 to 06-NOV-2020","13000",,"456953","Reg29(2)","09-Nov-2020, 16-24"
"SITINET","Siti Networks Limited","RattanIndia Finance Pvt Ltd","03-NOV-2020 to 05-NOV-2020",,"68879000","0","Reg29(2)","09-Nov-2020, 16-22"
"UPL","UPL Limited","Uniphos Enterprises Limited","05-NOV-2020 to 05-NOV-2020","184436",,"38774831","Reg29(2)","09-Nov-2020, 11-24"
"ITDCEM","ITD Cementation India Limited","Massachusetts Institute of Technology","25-SEP-2020 to 03-NOV-2020","2990000",,"11290000","Reg29(2)","09-Nov-2020, 11-20"
"ITDCEM","ITD Cementation India Limited","238 Plan Associates LLC","25-SEP-2020 to 03-NOV-2020","525000",,"2450000","Reg29(2)","09-Nov-2020, 11-20"
"GREENPLY","Greenply Industries Limited","S. M. Management Pvt. Ltd.","06-NOV-2020 to 06-NOV-2020","87582",,"32819933","Reg29(2)","09-Nov-2020, 11-18"
"LGBBROSLTD","LG Balakrishnan & Bros Limited","Vijayshree Vijayakumar","02-NOV-2020 to 03-NOV-2020",,"9926","25698","Reg29(2)","09-Nov-2020, 11-16"
"LGBBROSLTD","LG Balakrishnan & Bros Limited","Vijayshree Vijayakumar","02-NOV-2020 to 03-NOV-2020",,"9926","25698","Reg29(2)","09-Nov-2020, 11-16"
"LGBFORGE","LGB Forge Limited","Vijayshree Vijayakumar","03-NOV-2020 to 04-NOV-2020",,"5760","1556490","Reg29(2)","09-Nov-2020, 10-36"
"LGBFORGE","LGB Forge Limited","Vijayshree Vijayakumar","03-NOV-2020 to 04-NOV-2020",,"5760","1556490","Reg29(2)","09-Nov-2020, 10-36"
"HFCL","HFCL Limited","MN Ventures Private Limited","06-NOV-2020 to 06-NOV-2020","1000000",,"283390000","Reg29(2)","06-Nov-2020, 21-10"
"RUSHIL","Rushil Decor Limited","Krupesh Ghanshyambhai Thakkar","04-NOV-2020 to 05-NOV-2020","200813",,"2186738","Reg29(2)","06-Nov-2020, 21-10"
