symbol,company,anex,acqName,date,pid,tkdAcqm,buyValue,sellValue,buyQuantity,sellquantity,secType,secAcq,did,tdpTransactionType,tdpDerivativeContractType,xbrl,personCategory,befAcqSharesNo,befAcqSharesPer,secVal,securitiesTypePost,afterAcqSharesNo,afterAcqSharesPer,acqfromDt,acqtoDt,intimDt,acqMode,derivativeType,exchange,remarks
ADANIPORTS,Adani Ports and Special Economic Zone Limited,7(2),Gautam S. Adani & Rajesh S Adani (On behalf of S. B. Adani Family Trust),27-Nov-2020 18:09,1084776,,0,0,0,0,Equity Shares,3134000,320423,Pledge,-,https://archives.nseindia.com/corporate/xbrl/IT_1084776_366942_27112020060915_WEB.xml,Promoter Group,799353935,39.34,1285400000,Equity Shares,799353935,39.34,26-Nov-2020,26-Nov-2020,27-Nov-2020,Pledge Creation,-,NA,-
MOTHERSUMI,Motherson Sumi Systems Limited,7(2),Samvardhana Motherson International Ltd,27-Nov-2020 18:03,1084774,,0,0,0,0,Equity Shares,2270000,320420,Pledge Revoke,-,https://archives.nseindia.com/corporate/xbrl/IT_1084774_366938_27112020060354_WEB.xml,Promoters,1055750653,33.43,329944500,Equity Shares,1055750653,33.43,24-Nov-2020,24-Nov-2020,25-Nov-2020,Revokation of Pledge,-,NA,-
MOTHERSUMI,Motherson Sumi Systems Limited,7(2),Samvardhana Motherson International Ltd,27-Nov-2020 18:03,1084774,,0,0,0,0,Equity Shares,22326512,320421,Pledge Revoke,-,https://archives.nseindia.com/corporate/xbrl/IT_1084774_366938_27112020060354_WEB.xml,Promoters,1055750653,33.43,3245158519,Equity Shares,1055750653,33.43,24-Nov-2020,24-Nov-2020,25-Nov-2020,Revokation of Pledge,-,NA,-
UPL,UPL Limited,7(2),Uniphos Enterprises Limited,27-Nov-2020 18:02,1084773,,0,0,0,0,Equity Shares,47100,320419,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1084773_366935_27112020060212_WEB.xml,Promoter Group,38985281,5.1,20026180,Equity Shares,39032381,5.11,24-Nov-2020,25-Nov-2020,26-Nov-2020,Market Purchase,-,NSE,-
ESCORTS,Escorts Limited,7(2),Ajay Mandahr,27-Nov-2020 17:58,1084769,,0,0,0,0,Equity Shares,1000,320412,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084769_366932_27112020055845_WEB.xml,Employees/Designated Employees,4000,0,1420000,Equity Shares,3000,0,24-Nov-2020,24-Nov-2020,25-Nov-2020,Market Sale,-,NSE,-
ESCORTS,Escorts Limited,7(2),Virender Kumar Puri,27-Nov-2020 17:58,1084769,,0,0,0,0,Equity Shares,2000,320413,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084769_366932_27112020055845_WEB.xml,Employees/Designated Employees,2000,0,2837228,Equity Shares,Nil,0,24-Nov-2020,24-Nov-2020,25-Nov-2020,Market Sale,-,NSE,-
AJMERA,Ajmera Realty & Infra India Limited,7(2),ASHWIN AJMERA,27-Nov-2020 17:51,1084767,,0,0,0,0,Equity Shares,633696,320409,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084767_366928_27112020055121_WEB.xml,Other,633696,1.79,62387573,Equity Shares,Nil,0,26-Nov-2020,26-Nov-2020,27-Nov-2020,Market Sale,-,BSE,-
AJMERA,Ajmera Realty & Infra India Limited,7(2),ARIIL TRUST,27-Nov-2020 17:51,1084767,,0,0,0,0,Equity Shares,633696,320408,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1084767_366928_27112020055121_WEB.xml,Promoters,20431375,57.57,62387573,Equity Shares,21065071,59.37,26-Nov-2020,26-Nov-2020,27-Nov-2020,Market Purchase,-,BSE,-
JSWENERGY,JSW Energy Limited,7(2),JSW Investments Private Limited,27-Nov-2020 17:48,1084765,,0,0,0,0,Equity Shares,10345000,320404,Pledge,-,https://archives.nseindia.com/corporate/xbrl/IT_1084765_366925_27112020054858_WEB.xml,Promoter Group,332492694,20.24,635700250,Equity Shares,332492694,20.24,24-Nov-2020,24-Nov-2020,26-Nov-2020,Pledge Creation,-,NA,-
JSWENERGY,JSW Energy Limited,7(2),Indusglobe Mulitventures Private Limited,27-Nov-2020 17:48,1084765,,0,0,0,0,Equity Shares,5173000,320405,Pledge,-,https://archives.nseindia.com/corporate/xbrl/IT_1084765_366925_27112020054858_WEB.xml,Promoter Group,255986044,15.58,317880850,Equity Shares,255986044,15.58,24-Nov-2020,24-Nov-2020,26-Nov-2020,Pledge Creation,-,NA,-
GESHIP,The Great Eastern Shipping Company Limited,7(2),RAVI K. SHETH,27-Nov-2020 17:29,1084763,,0,0,0,0,Equity Shares,3600,320401,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1084763_366922_27112020052910_WEB.xml,Promoters,512504,0.35,918000,Equity Shares,516104,0.35,26-Nov-2020,26-Nov-2020,27-Nov-2020,Inter-se-Transfer,-,NA,-
GESHIP,The Great Eastern Shipping Company Limited,7(2),A H BHIWANDIWALA CONSULTANCY PVT LTD,27-Nov-2020 17:29,1084763,,0,0,0,0,Equity Shares,3600,320400,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084763_366922_27112020052910_WEB.xml,Promoters,3600,0,918000,Equity Shares,Nil,0,26-Nov-2020,26-Nov-2020,27-Nov-2020,Inter-se-Transfer,-,NA,-
KOTAKBANK,Kotak Mahindra Bank Limited,7(2),SAURABH GOSWAMI,27-Nov-2020 17:24,1084761,,0,0,0,0,Equity Shares,1500,320395,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084761_366919_27112020052436_WEB.xml,Employees/Designated Employees,35026,0,2788500,Equity Shares,33526,0,20-Nov-2020,20-Nov-2020,27-Nov-2020,Market Sale,-,NSE,-
KOTAKBANK,Kotak Mahindra Bank Limited,7(2),SAURABH GOSWAMI,27-Nov-2020 17:24,1084761,,0,0,0,0,Equity Shares,2000,320396,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084761_366919_27112020052436_WEB.xml,Employees/Designated Employees,33526,0,3724000,Equity Shares,31526,0,25-Nov-2020,25-Nov-2020,27-Nov-2020,Market Sale,-,NSE,-
KOTAKBANK,Kotak Mahindra Bank Limited,7(2),Mukesh Kumar Bohara,27-Nov-2020 17:24,1084761,,0,0,0,0,Equity Shares,1200,320397,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084761_366919_27112020052436_WEB.xml,Employees/Designated Employees,24658,0,2278865,Equity Shares,23458,0,26-Nov-2020,27-Nov-2020,27-Nov-2020,Market Sale,-,NSE,-
KOTAKBANK,Kotak Mahindra Bank Limited,7(2),Rajeev Ratan Sharma,27-Nov-2020 17:24,1084761,,0,0,0,0,Equity Shares,1907,320394,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084761_366919_27112020052436_WEB.xml,Employees/Designated Employees,11514,0,3634742,Equity Shares,9607,0,27-Nov-2020,27-Nov-2020,27-Nov-2020,Market Sale,-,NSE,-
KOTAKBANK,Kotak Mahindra Bank Limited,7(2),Janak Desai,27-Nov-2020 17:24,1084761,,0,0,0,0,Equity Shares,1000,320393,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084761_366919_27112020052436_WEB.xml,Promoter Group,1099118,0.06,1895000,Equity Shares,1098118,0.06,26-Nov-2020,26-Nov-2020,26-Nov-2020,Market Sale,-,NSE,-
LALPATHLAB,Dr. Lal Path Labs Ltd.,7(2),Bharath U,27-Nov-2020 17:24,1084760,,0,0,0,0,Equity Shares,1700,320392,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1084760_366917_27112020052406_WEB.xml,Key Managerial Personnel,10400,0.01,17000,Equity Shares,12100,0.01,27-Nov-2020,27-Nov-2020,27-Nov-2020,ESOP,-,NA,-
LALPATHLAB,Dr. Lal Path Labs Ltd.,7(2),Bharath U,27-Nov-2020 17:24,1084760,,0,0,0,0,Equity Shares,4900,320391,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084760_366917_27112020052406_WEB.xml,Key Managerial Personnel,15300,0.02,11322536,Equity Shares,10400,0.01,24-Nov-2020,24-Nov-2020,26-Nov-2020,Market Sale,-,BSE,-
GEEKAYWIRE,Geekay Wires Limited,7(2),RENU KANDOI,27-Nov-2020 17:21,1084759,,0,0,0,0,Equity Shares,3999,320390,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1084759_366913_27112020052151_WEB.xml,Immediate relative,406907,3.89,255936,Equity Shares,410906,3.93,27-Nov-2020,27-Nov-2020,27-Nov-2020,Market Purchase,-,NSE,-
HINDCON,Hindcon Chemicals Limited,7(2),SANJAY GOENKA,27-Nov-2020 17:18,1084756,,0,0,0,0,Equity Shares,12000,320382,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1084756_366910_27112020051818_WEB.xml,Promoters,1806500,17.64,304160,Equity Shares,1818500,17.76,25-Nov-2020,25-Nov-2020,27-Nov-2020,Market Purchase,-,NSE,-
HINDCON,Hindcon Chemicals Limited,7(2),SANJAY GOENKA,27-Nov-2020 17:18,1084756,,0,0,0,0,Equity Shares,4000,320383,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1084756_366910_27112020051818_WEB.xml,Promoters,1818500,17.76,102320,Equity Shares,1822500,17.8,26-Nov-2020,26-Nov-2020,27-Nov-2020,Market Purchase,-,NSE,-
LGBFORGE,LGB Forge Limited,7(2),VIJAYSHREE VIJAYKUMAR,27-Nov-2020 17:17,1084755,,0,0,0,0,Equity Shares,151341,320381,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084755_366908_27112020051724_WEB.xml,Promoters,1057452,0.44,385950,Equity Shares,906111,0.38,26-Nov-2020,26-Nov-2020,27-Nov-2020,Market Sale,-,NSE,-
VGUARD,V-Guard Industries Limited,7(2),Mr. Muralidharan M V,27-Nov-2020 17:08,1084751,,0,0,0,0,Equity Shares,400,320375,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084751_366904_27112020050848_WEB.xml,Employees/Designated Employees,294185,0.07,72200,Equity Shares,293785,0.07,25-Nov-2020,25-Nov-2020,26-Nov-2020,Market Sale,-,NSE,-
ACE,Action Construction Equipment Limited,7(2),Mr. Vijay Agarwal,27-Nov-2020 16:57,1084749,,0,0,0,0,Equity Shares,32000,320373,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1084749_366901_27112020045735_WEB.xml,Promoters,42521250,37.47,2968635,Equity Shares,42553250,37.5,25-Nov-2020,25-Nov-2020,27-Nov-2020,Market Purchase,-,NSE,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),Dr. Reddy's Employees ESOS Trust,27-Nov-2020 16:55,1084748,,0,0,0,0,Equity Shares,616,320370,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084748_366898_27112020045529_WEB.xml,Other,379545,0.23,2930238,Equity Shares,378929,0.23,27-Nov-2020,27-Nov-2020,27-Nov-2020,Off Market,-,NA,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),Dr. Reddy's Employees ESOS Trust,27-Nov-2020 16:55,1084748,,0,0,0,0,Equity Shares,734,320369,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084748_366898_27112020045529_WEB.xml,Other,380279,0.23,3582670,Equity Shares,379545,0.23,25-Nov-2020,25-Nov-2020,27-Nov-2020,Market Sale,-,NSE,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),Namrata Gill Tyagi,27-Nov-2020 16:55,1084748,,0,0,0,0,Equity Shares,1350,320371,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1084748_366898_27112020045529_WEB.xml,Employees/Designated Employees,2070,0,3519450,Equity Shares,3420,0,24-Nov-2020,24-Nov-2020,26-Nov-2020,ESOP,-,NA,-
DRREDDY,Dr. Reddy's Laboratories Limited,7(2),Namrata Gill Tyagi,27-Nov-2020 16:55,1084748,,0,0,0,0,Equity Shares,734,320372,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084748_366898_27112020045529_WEB.xml,Employees/Designated Employees,3420,0,3582670,Equity Shares,2686,0,25-Nov-2020,25-Nov-2020,26-Nov-2020,ESOP,-,NA,-
FRETAIL,Future Retail Limited,7(2),Future Corporate Resources Private Limited,27-Nov-2020 16:44,1084745,,0,0,0,0,Equity Shares,29405289,320363,Pledge Invoke,-,https://archives.nseindia.com/corporate/xbrl/IT_1084745_366892_27112020044453_WEB.xml,Promoters,130251654,24.02,2562670936,Equity Shares,100846365,18.6,24-Nov-2020,24-Nov-2020,26-Nov-2020,Invocation of pledge,-,NA,-
ICICIGI,ICICI Lombard General Insurance Company Limited,7(2),GOPAL BALACHANDRAN,27-Nov-2020 16:38,1084743,,0,0,0,0,Equity Shares,25000,320361,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084743_366887_27112020043822_WEB.xml,Key Managerial Personnel,253250,0.06,35702500,Equity Shares,228250,0.05,26-Nov-2020,26-Nov-2020,26-Nov-2020,Market Sale,-,NSE,-
ICICIGI,ICICI Lombard General Insurance Company Limited,7(2),SANDEEP GORADIA,27-Nov-2020 16:38,1084743,,0,0,0,0,Equity Shares,2000,320360,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084743_366887_27112020043822_WEB.xml,Employees/Designated Employees,151500,0.03,2930000,Equity Shares,149500,0.03,26-Nov-2020,26-Nov-2020,26-Nov-2020,Market Sale,-,NSE,-
ICICIGI,ICICI Lombard General Insurance Company Limited,7(2),DEBASIS KAR,27-Nov-2020 16:38,1084743,,0,0,0,0,Equity Shares,1142,320359,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084743_366887_27112020043822_WEB.xml,Employees/Designated Employees,1142,0,1635344,Equity Shares,Nil,0,26-Nov-2020,26-Nov-2020,26-Nov-2020,Market Sale,-,NSE,-
ICICIGI,ICICI Lombard General Insurance Company Limited,7(2),SANDEEP GORADIA,27-Nov-2020 16:38,1084743,,0,0,0,0,Equity Shares,2000,320358,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084743_366887_27112020043822_WEB.xml,Employees/Designated Employees,153500,0.03,2790000,Equity Shares,151500,0.03,26-Nov-2020,26-Nov-2020,26-Nov-2020,Market Sale,-,NSE,-
ICICIGI,ICICI Lombard General Insurance Company Limited,7(2),SAMEER SHINDE,27-Nov-2020 16:38,1084743,,0,0,0,0,Equity Shares,1150,320356,Pledge Revoke,-,https://archives.nseindia.com/corporate/xbrl/IT_1084743_366887_27112020043822_WEB.xml,Employees/Designated Employees,2850,0,1577800,Equity Shares,2850,0,25-Nov-2020,25-Nov-2020,25-Nov-2020,Revokation of Pledge,-,NA,-
ICICIGI,ICICI Lombard General Insurance Company Limited,7(2),SAMEER SHINDE,27-Nov-2020 16:38,1084743,,0,0,0,0,Equity Shares,1150,320357,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084743_366887_27112020043822_WEB.xml,Employees/Designated Employees,2850,0,1615750,Equity Shares,1700,0,26-Nov-2020,26-Nov-2020,26-Nov-2020,Market Sale,-,NSE,-
JSWSTEEL,JSW Steel Limited,7(2),JSW Steel Employees Welfare Trust ? ESOP Plan 2016 A/c,27-Nov-2020 16:29,1084741,,0,0,0,0,Equity Shares,12654,320348,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084741_366883_27112020042931_WEB.xml,Other,12604944,0.52,4469801,Equity Shares,12592290,0.52,27-Nov-2020,27-Nov-2020,27-Nov-2020,Market Sale,-,NSE,-
JSWSTEEL,JSW Steel Limited,7(2),JSW Steel Employees Welfare Trust ? ESOP Plan 2016 A/c,27-Nov-2020 16:29,1084741,,0,0,0,0,Equity Shares,11000,320347,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084741_366883_27112020042931_WEB.xml,Other,12615944,0.52,3790645,Equity Shares,12604944,0.52,26-Nov-2020,26-Nov-2020,27-Nov-2020,Market Sale,-,NSE,-
JSWSTEEL,JSW Steel Limited,7(2),JSW Techno Projects Management Limited,27-Nov-2020 16:29,1084741,,0,0,0,0,Equity Shares,10625000,320349,Pledge,-,https://archives.nseindia.com/corporate/xbrl/IT_1084741_366883_27112020042931_WEB.xml,Promoter Group,264454220,10.94,3588593750,Equity Shares,264454220,10.94,24-Nov-2020,24-Nov-2020,26-Nov-2020,Pledge Creation,-,NA,-
ASHAPURMIN,Ashapura Minechem Limited,7(2),Ashapura Industrial Finance Limited,27-Nov-2020 16:28,1084740,,0,0,0,0,Equity Shares,50000,320346,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1084740_366881_27112020042843_WEB.xml,Promoter Group,13091632,14.31,3568500,Equity Shares,13141632,14.36,25-Nov-2020,25-Nov-2020,26-Nov-2020,Market Purchase,-,NSE,-
TANLA,Tanla Platforms Limited,7(2),SANJAY KAPOOR,27-Nov-2020 16:24,1084738,,0,0,0,0,Equity Shares,1000,320341,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1084738_366873_27112020042422_WEB.xml,Director,126866,0.09,503100,Equity Shares,127866,0.09,25-Nov-2020,25-Nov-2020,27-Nov-2020,Market Purchase,-,BSE,-
TANLA,Tanla Platforms Limited,7(2),SANJAY KAPOOR,27-Nov-2020 16:24,1084738,,0,0,0,0,Equity Shares,17134,320342,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1084738_366873_27112020042422_WEB.xml,Director,127866,0.09,8618402,Equity Shares,145000,0.11,25-Nov-2020,25-Nov-2020,27-Nov-2020,Market Purchase,-,NSE,-
BAJAJFINSV,Bajaj Finserv Limited,7(2),ANIL P M,27-Nov-2020 16:20,1084735,,0,0,0,0,Equity Shares,727,320336,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1084735_366868_27112020042059_WEB.xml,Employees/Designated Employees,Nil,0,6355564,Equity Shares,727,0,26-Nov-2020,26-Nov-2020,27-Nov-2020,ESOP,-,NA,-
BAJAJFINSV,Bajaj Finserv Limited,7(2),BAJAJ FINSERV ESOP TRUST,27-Nov-2020 16:20,1084735,,0,0,0,0,Equity Shares,727,320337,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084735_366868_27112020042059_WEB.xml,Other,299520,0.19,6355564,Equity Shares,298793,0.19,26-Nov-2020,26-Nov-2020,27-Nov-2020,ESOP,-,NA,-
ARENTERP,Rajdarshan Industries Limited,7(2),ARUNA DOSHI,27-Nov-2020 16:17,1084733,,0,0,0,0,Equity Shares,7150,320333,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1084733_366865_27112020041729_WEB.xml,Director,1239160,39.87,75540,Equity Shares,1246310,40.09,26-Nov-2020,27-Nov-2020,27-Nov-2020,Market Purchase,-,NSE,-
GEEKAYWIRE,Geekay Wires Limited,7(2),ANKUSH AGARWAL,27-Nov-2020 16:04,1084731,,0,0,0,0,Equity Shares,98,320331,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1084731_366861_27112020040405_WEB.xml,Immediate relative,Nil,0,6174,Equity Shares,98,0,26-Nov-2020,26-Nov-2020,27-Nov-2020,Market Purchase,-,NSE,-
SHRENIK,Shrenik Limited,7(2),Shrenik Sudhir Vimawala,27-Nov-2020 15:58,1084729,,0,0,0,0,Equity Shares,3000000,320329,Pledge,-,https://archives.nseindia.com/corporate/xbrl/IT_1084729_366858_27112020035855_WEB.xml,Promoters,389979000,63.72,16950000,Equity Shares,389979000,63.72,26-Nov-2020,26-Nov-2020,27-Nov-2020,Pledge Creation,-,NSE,-
GREAVESCOT,Greaves Cotton Limited,7(2),D B H International Private Limited,27-Nov-2020 15:56,1084728,,0,0,0,0,Equity Shares,3637,320328,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1084728_366852_27112020035635_WEB.xml,Promoters,100126206,43.31,270047,Equity Shares,100129843,43.31,26-Nov-2020,26-Nov-2020,27-Nov-2020,Market Purchase,-,NSE,-
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,7(2),INDERPAL SINGH KOCHHAR,27-Nov-2020 15:47,1084726,,0,0,0,0,Equity Shares,8000,320326,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1084726_366846_27112020034720_WEB.xml,Immediate relative,7800,0.03,505520,Equity Shares,15800,0.06,25-Nov-2020,25-Nov-2020,27-Nov-2020,Market Purchase,-,NSE,-
AUROPHARMA,Aurobindo Pharma Limited,7(2),SANTOSH KUMAR SONI,27-Nov-2020 15:39,1084723,,0,0,0,0,Equity Shares,1435,320323,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084723_366843_27112020033940_WEB.xml,Employees/Designated Employees,1435,0,1239680,Equity Shares,Nil,0,25-Nov-2020,26-Nov-2020,26-Nov-2020,Market Sale,-,NSE,-
AUROPHARMA,Aurobindo Pharma Limited,7(2),MALINENI VENTAKESWAR RAO,27-Nov-2020 15:39,1084723,,0,0,0,0,Equity Shares,2100,320321,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084723_366843_27112020033940_WEB.xml,Employees/Designated Employees,2100,0,1809000,Equity Shares,Nil,0,17-Nov-2020,24-Nov-2020,25-Nov-2020,Market Sale,-,BSE,-
AUROPHARMA,Aurobindo Pharma Limited,7(2),KHAIRNAR BT,27-Nov-2020 15:39,1084723,,0,0,0,0,Equity Shares,3000,320322,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084723_366843_27112020033940_WEB.xml,Employees/Designated Employees,3000,0,2586000,Equity Shares,Nil,0,26-Nov-2020,26-Nov-2020,26-Nov-2020,Market Sale,-,NSE,-
AUROPHARMA,Aurobindo Pharma Limited,7(2),M SURI BABU,27-Nov-2020 15:39,1084723,,0,0,0,0,Equity Shares,1500,320320,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084723_366843_27112020033940_WEB.xml,Employees/Designated Employees,1650,0,1282500,Equity Shares,150,0,17-Nov-2020,23-Nov-2020,25-Nov-2020,Market Sale,-,NSE,-
BANDHANBNK,Bandhan Bank Limited,7(2),DHARMESH JAGDISH BHAVSAR,27-Nov-2020 15:36,1084722,,0,0,0,0,Equity Shares,4000,320319,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084722_366834_27112020033658_WEB.xml,Employees/Designated Employees,92016,0.01,1432000,Equity Shares,88016,0.01,24-Nov-2020,24-Nov-2020,27-Nov-2020,Market Sale,-,NSE,-
ARVIND,Arvind Limited,7(2),Saumya Samvegbhai,27-Nov-2020 15:35,1084721,,0,0,0,0,Equity Shares,26656,320318,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084721_366830_27112020033558_WEB.xml,Promoter Group,26656,0.01,1094073,Equity Shares,Nil,0,27-Nov-2020,27-Nov-2020,27-Nov-2020,Market Sale,-,NSE,-
ARVIND,Arvind Limited,7(2),ARVIND FARMS PVT. LTD,27-Nov-2020 15:35,1084721,,0,0,0,0,Equity Shares,400000,320317,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084721_366830_27112020033558_WEB.xml,Promoter Group,1490069,0.58,16104500,Equity Shares,1090069,0.42,26-Nov-2020,26-Nov-2020,27-Nov-2020,Market Sale,-,NSE,-
SBICARD,Sbi Cards And Payment Services Limited,7(2),Varun Bhatia,27-Nov-2020 15:29,1084717,,0,0,0,0,Equity Shares,700,320309,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084717_366824_27112020032937_WEB.xml,Employees/Designated Employees,3000,0,582554,Equity Shares,2300,0,05-Nov-2020,05-Nov-2020,27-Nov-2020,Market Sale,-,BSE,-
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,7(2),ZUARI GLOBAL LIMITED,27-Nov-2020 15:24,1084715,,0,0,0,0,Equity Shares,100000,320306,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1084715_366820_27112020032456_WEB.xml,Promoters,100000,0.08,3509475,Equity Shares,200000,0.17,24-Nov-2020,24-Nov-2020,26-Nov-2020,Market Purchase,-,NSE,-
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,7(2),ZUARI GLOBAL LIMITED,27-Nov-2020 15:24,1084715,,0,0,0,0,Equity Shares,100000,320307,Buy,-,https://archives.nseindia.com/corporate/xbrl/IT_1084715_366820_27112020032456_WEB.xml,Promoters,200000,0.17,3492908,Equity Shares,300000,0.25,25-Nov-2020,25-Nov-2020,26-Nov-2020,Market Purchase,-,NSE,-
SBICARD,Sbi Cards And Payment Services Limited,7(2),Varun Bhatia,27-Nov-2020 15:24,1084714,,0,0,0,0,Equity Shares,100,320305,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084714_366818_27112020032454_WEB.xml,Employees/Designated Employees,3100,0,82070,Equity Shares,3000,0,04-Nov-2020,04-Nov-2020,27-Nov-2020,Market Sale,-,BSE,-
SBICARD,Sbi Cards And Payment Services Limited,7(2),Varun Bhatia,27-Nov-2020 15:21,1084712,,0,0,0,0,Equity Shares,400,320303,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084712_366814_27112020032110_WEB.xml,Employees/Designated Employees,3500,0,325412,Equity Shares,3100,0,03-Nov-2020,03-Nov-2020,27-Nov-2020,Market Sale,-,BSE,-
SBICARD,Sbi Cards And Payment Services Limited,7(2),Varun Bhatia,27-Nov-2020 15:15,1084710,,0,0,0,0,Equity Shares,100,320301,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084710_366811_27112020031544_WEB.xml,Employees/Designated Employees,3600,0,80875,Equity Shares,3500,0,02-Nov-2020,02-Nov-2020,27-Nov-2020,Market Sale,-,BSE,-
SBICARD,Sbi Cards And Payment Services Limited,7(2),Varun Bhatia,27-Nov-2020 15:09,1084708,,0,0,0,0,Equity Shares,100,320299,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084708_366808_27112020030929_WEB.xml,Employees/Designated Employees,3700,0,81174,Equity Shares,3600,0,30-Oct-2020,30-Oct-2020,27-Nov-2020,Market Sale,-,BSE,-
SBICARD,Sbi Cards And Payment Services Limited,7(2),Varun Bhatia,27-Nov-2020 15:04,1084706,,0,0,0,0,Equity Shares,200,320297,Sell,-,https://archives.nseindia.com/corporate/xbrl/IT_1084706_366805_27112020030428_WEB.xml,Employees/Designated Employees,3900,0,161738,Equity Shares,3700,0,29-Oct-2020,29-Oct-2020,27-Nov-2020,Market Sale,-,BSE,-
