,comName,shp,totIssuedShares,totPromoterHolding,percPromoterHolding,totPublicHolding,totPromoterShares,percPromoterShares,percTotShares,disclosureFromDate,numSharesPledged,totDematShares,sharesCollateral,nbfcPromoShare,nbfcNonPromoShare,percSharesPledged,broadcastDt,disclosureToDate,compBroadcastDate
773,Nectar Lifesciences Limited,30-Sep-2020,224260970,145468000,    64.87,78792970,0,     0.00,     0.00,,3129248,224258670,0,0,0,1.4,23-Nov-2020 11:30:21,,30-07-2018
774,SPL Industries Limited,30-Sep-2020,29000004,19990302,    68.93,9009702,0,     0.00,     0.00,,162449,28129392,0,0,0,0.58,23-Nov-2020 11:30:21,,
775,Mcleod Russel India Limited,30-Sep-2020,104455735,19136835,    18.32,85318900,18617500,    97.29,    17.82,,26483154,103200229,0,0,0,25.66,23-Nov-2020 11:30:21,,30-03-2016
776,Revathi Equipment Limited,30-Sep-2020,3066943,2225953,    72.58,840990,0,     0.00,     0.00,,25131,3023431,0,0,0,0.83,23-Nov-2020 11:30:21,,
777,IDFC Limited,30-Sep-2020,1596358316,0,     0.00,1596358316,0,,     0.00,,104479625,1596350297,0,0,0,6.54,23-Nov-2020 11:30:21,,
778,Vivimed Labs Limited,30-Sep-2020,82913915,27189927,    32.79,55723988,16339225,    60.09,    19.71,,13224429,81300705,0,0,0,16.27,23-Nov-2020 11:30:21,,31-05-2016
779,Larsen & Toubro Limited,30-Sep-2020,1404034846,21404823,     1.52,1382630023,0,     0.00,     0.00,,19317068,1385998639,0,0,0,1.39,23-Nov-2020 11:30:20,,
780,Suryalakshmi Cotton Mills Limited,30-Sep-2020,16672290,9326889,    55.94,7345401,1390665,    14.91,     8.34,,1508812,16598948,0,0,0,9.09,23-Nov-2020 11:30:20,,30-09-2019
781,Ambica Agarbathies & Aroma industries Limited,30-Sep-2020,17177430,8304827,    48.35,8872603,,,,,52040,14193081,0,0,0,0.37,23-Nov-2020 11:30:20,,
782,Century Extrusions Limited,30-Sep-2020,80000000,41628649,    52.04,38371351,0,     0.00,     0.00,,884114,79238743,0,0,0,1.12,23-Nov-2020 11:30:20,,
783,NIIT Limited,30-Sep-2020,141756608,48604637,    34.29,93151971,0,     0.00,     0.00,,3633127,141404590,0,0,0,2.57,23-Nov-2020 11:30:20,,
784,UltraTech Cement Limited,30-Sep-2020,288626076,173118484,    59.98,115507592,0,     0.00,     0.00,,760897,285151623,0,0,0,0.27,23-Nov-2020 11:30:20,,
785,Tata Consultancy Services Limited,30-Sep-2020,3752384706,2703542000,    72.05,1048842706,79604930,     2.94,     2.12,,90479940,3751133118,0,0,0,2.41,23-Nov-2020 11:30:20,,28-01-2015
786,Coforge Limited,30-Sep-2020,60575569,42571260,    70.28,18004309,0,     0.00,     0.00,,330357,60424714,0,0,0,0.55,23-Nov-2020 11:30:20,,27-05-2019
787,Texmaco Infrastructure & Holdings Limited,30-Sep-2020,127426590,82553786,    64.79,44872804,738800,     0.89,     0.58,,1953173,126715561,0,0,0,1.54,23-Nov-2020 11:30:20,,24-12-2018
788,GP Petroleums Limited,30-Sep-2020,50984383,37312516,    73.18,13671867,0,     0.00,     0.00,,697937,50982436,0,0,0,1.37,23-Nov-2020 11:30:20,,
789,Gufic Biosciences Limited,30-Sep-2020,77830000,51176372,    65.75,26653628,0,     0.00,     0.00,,1657023,77715004,0,0,0,2.13,23-Nov-2020 11:30:20,,
790,Ind-Swift Limited,30-Sep-2020,54164653,30090404,    55.55,24074249,22104121,    73.46,    40.81,,22422348,53452016,0,0,0,41.95,23-Nov-2020 11:30:20,,
791,Astra Microwave Products Limited,30-Sep-2020,86611675,8686174,    10.03,77925501,0,     0.00,     0.00,,12362623,86117340,0,0,0,14.36,23-Nov-2020 11:30:20,,30-11-2018
792,Welspun Enterprises Limited,30-Sep-2020,148683056,74725003,    50.26,73958053,0,     0.00,     0.00,,15350783,148597749,0,0,0,10.33,23-Nov-2020 11:30:20,,
793,NTPC Limited,30-Sep-2020,9894557280,5048097508,    51.02,4846459772,0,     0.00,     0.00,,30715322,9894470820,0,0,0,0.31,23-Nov-2020 11:30:20,,
794,S.A.L. Steel Limited,30-Sep-2020,84966700,42959889,    50.56,42006811,42959889,   100.00,    50.56,,45103009,84755618,0,0,0,53.22,23-Nov-2020 11:30:20,,
795,Kothari Sugars And Chemicals Limited,30-Sep-2020,82888580,60947600,    73.53,21940980,0,     0.00,     0.00,,1078950,82800506,0,0,0,1.3,23-Nov-2020 11:30:20,,
796,JBM Auto Limited,30-Sep-2020,47298853,31943754,    67.54,15355099,0,     0.00,     0.00,,890201,47186880,0,0,0,1.89,23-Nov-2020 11:30:20,,
797,Bharati Defence and Infrastructure Limited,31-Dec-2018,50298942,20412281,    40.58,29886661,20412281,   100.00,    40.58,,21172266,50297161,0,0,0,42.09,23-Nov-2020 11:30:20,,
798,Dwarikesh Sugar Industries Limited,30-Sep-2020,188301470,79233510,    42.08,109067960,0,     0.00,     0.00,,9975111,188043020,0,0,0,5.3,23-Nov-2020 11:30:20,,
799,Pressman Advertising Limited,30-Sep-2020,23482843,11080581,    47.19,12402262,0,     0.00,     0.00,,764287,21159947,0,0,0,3.61,23-Nov-2020 11:30:20,,
800,Indoco Remedies Limited,30-Sep-2020,92150355,54081146,    58.69,38069209,0,     0.00,     0.00,,1161581,91071179,0,0,0,1.28,23-Nov-2020 11:30:20,,25-08-2016
801,Impex Ferro Tech Limited,30-Sep-2020,87931604,60764846,    69.10,27166758,60764846,   100.00,    69.10,,61155419,87174633,0,0,0,70.15,23-Nov-2020 11:30:20,,28-01-2015
802,Suprajit Engineering Limited,30-Sep-2020,139872473,62339220,    44.57,77533253,0,     0.00,     0.00,,1511825,135205699,0,0,0,1.12,23-Nov-2020 11:30:20,,
803,Patel Engineering Limited,30-Sep-2020,430016462,274925824,    63.93,155090638,230563639,    83.86,    53.62,,235866940,429567194,0,0,0,54.91,23-Nov-2020 11:30:20,,31-12-2014
804,Xchanging Solutions Limited,30-Sep-2020,111403716,83552787,    75.00,27850929,0,     0.00,     0.00,,2078790,111303806,0,0,0,1.87,23-Nov-2020 11:30:20,,
805,Jet Airways (India) Limited,30-Sep-2020,113597383,28387986,    24.99,85209397,0,     0.00,     0.00,,7138260,113597234,0,0,0,6.28,23-Nov-2020 11:30:20,,15-04-2019
806,JSW Steel Limited,30-Sep-2020,2417220440,1078522574,    44.62,1338697866,280003915,    25.96,    11.58,,319787739,2394780848,0,0,0,13.35,23-Nov-2020 11:30:20,30-Sep-2020,31-07-2018
807,Consolidated Finvest & Holdings Limited,30-Sep-2020,32326366,23124764,    71.54,9201602,,,,,154602,32007547,0,0,0,0.48,23-Nov-2020 11:30:20,,
808,Gateway Distriparks Limited,30-Sep-2020,124835908,40123283,    32.14,84712625,7500000,    18.69,     6.01,,7562265,124835791,0,0,0,6.06,23-Nov-2020 11:30:20,30-Sep-2020,30-07-2019
809,Shriram City Union Finance Limited,30-Sep-2020,66002922,22813084,    34.56,43189838,0,     0.00,     0.00,,240143,65876271,0,0,0,0.36,23-Nov-2020 11:30:20,,
810,Jindal Photo Limited,30-Sep-2020,10258326,7459815,    72.72,2798511,0,     0.00,     0.00,,70592,10165482,0,0,0,0.69,23-Nov-2020 11:30:20,,
811,Jaiprakash Power Ventures Limited,30-Sep-2020,6840451092,1783000600,    26.07,5057450492,1556518421,    87.30,    22.75,,1911744228,6840440079,0,0,0,27.95,23-Nov-2020 11:30:20,,28-11-2013
812,3i Infotech Limited,30-Sep-2020,1616654866,0,     0.00,1616654866,0,,     0.00,,36001739,1610028115,0,0,0,2.24,23-Nov-2020 11:30:20,,
813,Eveready Industries India Limited,30-Sep-2020,72687260,5276506,     7.26,67410754,1811968,    34.34,     2.49,,8978113,71929938,0,0,0,12.48,23-Nov-2020 11:30:20,30-Sep-2020,31-03-2017
814,Gokaldas Exports Limited,30-Sep-2020,42825663,14205348,    33.17,28620315,0,     0.00,     0.00,,1149597,42895048,0,0,0,2.68,23-Nov-2020 11:30:20,,27-07-2016
815,Saksoft Limited,30-Sep-2020,10475000,7781965,    74.29,2693035,,,,,142097,10480594,0,0,0,1.36,23-Nov-2020 11:30:20,,
816,Allsec Technologies Limited,30-Sep-2020,15238326,11182912,    73.39,4055414,0,     0.00,     0.00,,1185614,15238232,0,0,0,7.78,23-Nov-2020 11:30:20,,
817,IIFL Finance Limited,30-Sep-2020,378395567,94547490,    24.99,283848077,0,     0.00,     0.00,,12075869,378122776,0,0,0,3.19,23-Nov-2020 11:30:20,,
818,Mangalam Drugs And Organics Limited,30-Sep-2020,15828248,7998046,    50.53,7830202,2684600,    33.57,    16.96,,3177912,15828238,0,0,0,20.08,23-Nov-2020 11:30:20,,31-05-2018
819,Shoppers Stop Limited,30-Sep-2020,87989928,56189674,    63.86,31800254,7077204,    12.60,     8.04,,8228151,87989706,0,0,0,9.35,23-Nov-2020 11:30:20,30-Sep-2020,06-11-2020
820,Welspun Corp Limited,30-Sep-2020,260884395,125797154,    48.22,135087241,0,     0.00,     0.00,,22450479,260599553,0,0,0,8.61,23-Nov-2020 11:30:20,,16-08-2013
821,Steel Strips Wheels Limited,30-Sep-2020,15589720,9797952,    62.85,5791768,4520833,    46.14,    29.00,,4707656,15373991,0,0,0,30.62,23-Nov-2020 11:30:20,,31-05-2018
822,Cyber Media (India) Limited,30-Sep-2020,12867242,6880135,    53.47,5987107,2500000,    36.34,    19.43,,3402366,12655366,0,0,0,26.88,23-Nov-2020 11:30:20,,19-02-2018
823,Shah Alloys Limited,30-Sep-2020,19797540,10640991,    53.75,9156549,10590370,    99.52,    53.49,,11201187,19428208,0,0,0,57.65,23-Nov-2020 11:30:20,,30-04-2019
824,Apar Industries Limited,30-Sep-2020,38268619,22885064,    59.80,15383555,0,     0.00,     0.00,,490285,38144570,0,0,0,1.29,23-Nov-2020 11:30:20,,
825,Aptech Limited,30-Sep-2020,40278160,19717540,    48.95,20560620,0,     0.00,     0.00,,2484177,39935929,0,0,0,6.22,23-Nov-2020 11:30:19,,
826,Excel Industries Limited,30-Sep-2020,12570692,6685158,    53.18,5885534,0,     0.00,     0.00,,360322,12391654,0,0,0,2.91,23-Nov-2020 11:30:19,,05-01-2015
827,Times Guaranty Limited,30-Sep-2020,8993149,6737399,    74.92,2255750,0,     0.00,     0.00,,22525,8066057,0,0,0,0.28,23-Nov-2020 11:30:19,,
828,Oracle Financial Services Software Limited,30-Sep-2020,85991471,63051197,    73.32,22940274,0,     0.00,     0.00,,403733,85779933,0,0,0,0.47,23-Nov-2020 11:30:19,,
829,Union Bank of India,30-Sep-2020,6406844355,5706660850,    89.07,700183505,0,     0.00,     0.00,,31202232,6390451602,0,0,0,0.49,23-Nov-2020 11:30:19,,
830,Nucleus Software Exports Limited,30-Sep-2020,29040724,19627866,    67.59,9412858,0,     0.00,     0.00,,394307,28981554,0,0,0,1.36,23-Nov-2020 11:30:19,,
831,Canara Bank,30-Sep-2020,1453501506,1141709678,    78.55,311791828,0,     0.00,     0.00,,12245354,1446279135,0,0,0,0.85,23-Nov-2020 11:30:19,,
832,Genesys International Corporation Limited,30-Sep-2020,31143712,14990902,    48.13,16152810,786046,     5.24,     2.52,,1271384,31183034,0,0,0,4.08,23-Nov-2020 11:30:19,,
833,Omax Autos Limited,30-Sep-2020,21388213,12137935,    56.75,9250278,0,     0.00,     0.00,,223447,21080043,0,0,0,1.06,23-Nov-2020 11:30:19,,
834,Godrej Industries Limited,30-Sep-2020,336520067,218610051,    64.96,117910016,12708635,     5.81,     3.78,,1162988,336148352,0,0,0,0.35,23-Nov-2020 11:30:19,,30-03-2020
835,Radaan Mediaworks India Limited,30-Sep-2020,54161540,27849790,    51.42,26311750,12500000,    44.88,    23.08,,12622409,53984958,0,0,0,23.38,23-Nov-2020 11:30:19,,
836,Divi's Laboratories Limited,30-Sep-2020,265468580,137934360,    51.96,127534220,0,     0.00,     0.00,,2108880,265271594,0,0,0,0.79,23-Nov-2020 11:30:19,,
837,Radico Khaitan Limited,30-Sep-2020,133542265,53829818,    40.31,79712447,0,     0.00,     0.00,,8120587,132232878,0,0,0,6.14,23-Nov-2020 11:30:19,,29-01-2015
838,Indo Rama Synthetics (India) Limited,30-Sep-2020,261113151,213373508,    81.72,47739643,0,     0.00,     0.00,,5313934,260628213,0,0,0,2.04,23-Nov-2020 11:30:19,,23-07-2018
839,Maruti Suzuki India Limited,30-Sep-2020,302080060,170283762,    56.37,131796298,0,     0.00,     0.00,,1076840,302077886,0,0,0,0.36,23-Nov-2020 11:30:19,,
840,Opto Circuits (India) Limited,30-Sep-2020,300625744,55673317,    18.52,244952427,0,     0.00,     0.00,,7229688,299874169,0,0,0,2.41,23-Nov-2020 11:30:19,,
841,Vardhman Acrylics Limited,30-Sep-2020,80363746,60249160,    74.97,20114586,0,     0.00,     0.00,,800475,80362326,0,0,0,1,23-Nov-2020 11:30:19,,
842,UCO Bank,30-Sep-2020,9918340622,9367292970,    94.44,551047652,0,     0.00,     0.00,,15115473,9907881285,0,0,0,0.15,23-Nov-2020 11:30:19,,
843,B.A.G Films and Media Limited,30-Sep-2020,197918090,92748182,    46.86,105169908,0,     0.00,     0.00,,1406176,197463796,0,0,0,0.71,23-Nov-2020 11:30:19,,
844,Jindal Stainless Limited,30-Sep-2020,487234600,331908559,    68.12,155326041,273701374,    82.46,    56.17,,282687092,484279858,0,0,0,58.37,23-Nov-2020 11:30:19,,29-06-2020
845,Nalwa Sons Investments Limited,30-Sep-2020,5136163,2856470,    55.61,2279693,0,     0.00,     0.00,,9320,4959929,0,0,0,0.19,23-Nov-2020 11:30:19,,24-10-2019
846,Welspun India Limited,30-Sep-2020,1004725150,703333462,    70.00,301391688,0,     0.00,     0.00,,23617989,1000923900,0,0,0,2.36,23-Nov-2020 11:30:19,,
847,Jai Balaji Industries Limited,30-Sep-2020,110450286,56304046,    50.98,54146240,52282233,    92.86,    47.34,,53797286,110446679,0,0,0,48.71,23-Nov-2020 11:30:19,,28-02-2014
848,TVS Electronics Limited,30-Sep-2020,18650318,11160093,    59.84,7490225,0,     0.00,     0.00,,397759,18257246,0,0,0,2.18,23-Nov-2020 11:30:19,,
849,Indraprastha Gas Limited,30-Sep-2020,700000800,315000400,    45.00,385000400,0,     0.00,     0.00,,4267912,664960331,0,0,0,0.64,23-Nov-2020 11:30:19,,
850,Dredging Corporation of India Limited,30-Sep-2020,28000000,20572013,    73.47,7427987,0,     0.00,     0.00,,851876,27997683,0,0,0,3.04,23-Nov-2020 11:30:19,,
851,TV Today Network Limited,30-Sep-2020,59668615,34879096,    58.45,24789519,0,     0.00,     0.00,,1014638,59663217,0,0,0,1.7,23-Nov-2020 11:30:19,,
852,Uniphos Enterprises Limited,30-Sep-2020,69545849,50209695,    72.20,19336154,0,     0.00,     0.00,,386704,69022962,0,0,0,0.56,23-Nov-2020 11:30:19,,
853,UPL Limited,30-Sep-2020,764045456,213021012,    27.88,551024444,4100000,     1.92,     0.54,,6722900,757741277,0,0,0,0.89,23-Nov-2020 11:30:19,30-Sep-2020,31-03-2017
854,Standard Industries Limited,30-Sep-2020,64328941,12962042,    20.15,51366899,0,     0.00,     0.00,,2724479,37831835,0,0,0,7.2,23-Nov-2020 11:30:19,,
855,Mukand Limited,30-Sep-2020,141405861,105136968,    74.35,36268893,0,     0.00,     0.00,,1487049,140231192,0,0,0,1.06,23-Nov-2020 11:30:19,,31-12-2019
856,Petronet LNG Limited,30-Sep-2020,1500000088,750000000,    50.00,750000088,0,     0.00,     0.00,,6060830,1499748351,0,0,0,0.4,23-Nov-2020 11:30:19,,
857,PTC India Limited,30-Sep-2020,296008321,48000000,    16.22,248008321,0,     0.00,     0.00,,13856198,286003622,0,0,0,4.84,23-Nov-2020 11:30:19,,
858,Vaibhav Global Limited,30-Sep-2020,32464255,18976955,    58.45,13487300,0,     0.00,     0.00,,303202,32454422,0,0,0,0.93,23-Nov-2020 11:30:19,,30-04-2014
859,Biocon Limited,30-Sep-2020,1200000000,740309127,    61.69,459690873,0,     0.00,     0.00,,11299350,1197255319,0,0,0,0.94,23-Nov-2020 11:30:19,,30-08-2017
860,Bank of Maharashtra,30-Sep-2020,6560158901,6122627927,    93.33,437530974,0,     0.00,     0.00,,13830713,6553288142,0,0,0,0.21,23-Nov-2020 11:30:19,,
861,Magma Fincorp Limited,30-Sep-2020,269524912,65752083,    24.40,203772829,0,     0.00,     0.00,,10305676,268802097,0,0,0,3.83,23-Nov-2020 11:30:19,,29-07-2013
862,Xpro India Limited,30-Sep-2020,11813500,5909286,    50.02,5904214,886393,    15.00,     7.50,,1456278,11566899,0,0,0,12.59,23-Nov-2020 11:30:19,,28-06-2019
863,Ramkrishna Forgings Limited,30-Sep-2020,31977907,14822208,    46.35,17155699,5037200,    33.98,    15.75,,4661645,31977874,0,0,0,14.58,23-Nov-2020 11:30:19,,31-08-2018
864,Datamatics Global Services Limited,30-Sep-2020,58949337,43793701,    74.29,15155636,0,     0.00,     0.00,,701591,58869299,0,0,0,1.19,23-Nov-2020 11:30:19,,26-02-2016
865,New Delhi Television Limited,30-Sep-2020,64471267,39615168,    61.45,24856099,0,     0.00,     0.00,,379314,64435159,0,0,0,0.59,23-Nov-2020 11:30:19,,16-11-2017
866,CCL Products (India) Limited,30-Sep-2020,133027920,61449342,    46.19,71578578,0,     0.00,     0.00,,1950442,132215997,0,0,0,1.48,23-Nov-2020 11:30:19,,
867,Jaiprakash Associates Limited,30-Sep-2020,2432456975,939256890,    38.61,1493200085,189339382,    20.16,     7.78,,278537213,2416332753,0,0,0,11.53,23-Nov-2020 11:30:19,,31-12-2014
868,Surana Telecom and Power Limited,30-Sep-2020,135759963,101819241,    75.00,33940722,0,     0.00,     0.00,,511648,133080556,0,0,0,0.38,23-Nov-2020 11:30:19,,
869,Punjab National Bank,30-Sep-2020,9410629315,8054125685,    85.59,1356503630,0,     0.00,     0.00,,79773158,9401401253,0,0,0,0.85,23-Nov-2020 11:30:18,,
870,Ponni Sugars (Erode) Limited,30-Sep-2020,8598418,3642537,    42.36,4955881,0,     0.00,     0.00,,796826,8182919,0,0,0,9.74,23-Nov-2020 11:30:18,,24-11-2015
871,BLB Limited,30-Sep-2020,52865258,36443003,    68.94,16422255,0,     0.00,     0.00,,107137,52534179,0,0,0,0.2,23-Nov-2020 11:30:18,,
872,Ajanta Pharma Limited,30-Sep-2020,87261270,61528601,    70.51,25732669,9879855,    16.06,    11.32,,10327636,87032217,0,0,0,11.87,23-Nov-2020 11:30:18,30-Sep-2020,31-12-2014
873,Cura Technologies Limited,31-Dec-2019,9555000,2966784,    31.05,6588216,2086364,    70.32,    21.84,,2391033,9517553,0,0,0,25.12,23-Nov-2020 11:30:18,,30-04-2015
874,Blue Star Limited,30-Sep-2020,96313888,37332887,    38.76,58981001,0,     0.00,     0.00,,667156,94539280,0,0,0,0.71,23-Nov-2020 11:30:18,,27-10-2015
875,California Software Company Limited,30-Sep-2020,15457106,5132972,    33.21,10324134,0,     0.00,     0.00,,161412,15358896,0,0,0,1.05,23-Nov-2020 11:30:18,,
876,TVS Motor Company Limited,30-Sep-2020,475087114,272682786,    57.40,202404328,0,     0.00,     0.00,,2875893,472103689,0,0,0,0.61,23-Nov-2020 11:30:18,,
877,PNB GILTS LTD.,30-Sep-2020,180010134,133333333,    74.07,46676801,0,     0.00,     0.00,,5103506,179602096,0,0,0,2.84,23-Nov-2020 11:30:18,,
878,Pritish Nandy Communications Limited,30-Sep-2020,14467000,7218425,    49.90,7248575,0,     0.00,     0.00,,251739,14462770,0,0,0,1.74,23-Nov-2020 11:30:18,,
879,BSEL Infrastructure Realty Limited,30-Sep-2020,82616840,19653889,    23.79,62962951,0,     0.00,     0.00,,2170570,82521477,0,0,0,2.63,23-Nov-2020 11:30:18,,
880,Taj GVK Hotels & Resorts Limited,30-Sep-2020,62701495,47018206,    74.99,15683289,0,     0.00,     0.00,,578948,62203277,0,0,0,0.93,23-Nov-2020 11:30:18,,
881,NLC India Limited,30-Sep-2020,1386636609,1098221224,    79.20,288415385,0,     0.00,     0.00,,5783448,1384540270,0,0,0,0.42,23-Nov-2020 11:30:18,,
882,Repro India Limited,30-Sep-2020,12088943,6366410,    52.66,5722533,0,     0.00,     0.00,,94557,12077581,0,0,0,0.78,23-Nov-2020 11:30:18,,
883,Chennai Petroleum Corporation Limited,30-Sep-2020,148911400,100198100,    67.29,48713300,0,     0.00,     0.00,,4082071,147808566,0,0,0,2.76,23-Nov-2020 11:30:18,,
884,Aksh Optifibre Limited,30-Sep-2020,162697971,45470335,    27.95,117227636,0,     0.00,     0.00,,6350969,162203151,0,0,0,3.92,23-Nov-2020 11:30:18,,28-09-2015
885,Tata Teleservices (Maharashtra) Limited,30-Sep-2020,1954927727,1453672327,    74.36,501255400,0,     0.00,     0.00,,14664806,1952227922,0,0,0,0.75,23-Nov-2020 11:30:18,,18-02-2019
886,KRBL Limited,30-Sep-2020,235389892,139951712,    59.46,95438180,0,     0.00,     0.00,,5982160,235222540,0,0,0,2.54,23-Nov-2020 11:30:18,,
887,Havells India Limited,30-Sep-2020,626013006,372499880,    59.50,253513126,0,     0.00,     0.00,,1574587,624662679,0,0,0,0.25,23-Nov-2020 11:30:18,,
888,Gujarat Ambuja Exports Limited,30-Sep-2020,114667665,73199492,    63.84,41468173,0,     0.00,     0.00,,3561030,211804876,0,0,0,1.68,23-Nov-2020 11:30:18,,
889,Usha Martin Limited,30-Sep-2020,304742010,163171794,    53.54,141570216,79232864,    48.56,    26.00,,91727504,303735765,0,0,0,30.2,23-Nov-2020 11:30:18,,15-03-2016
890,AXISCADES Engineering Technologies Limited,30-Sep-2020,37759530,25656547,    67.95,12102983,17473900,    68.11,    46.28,,18603537,37719985,0,0,0,49.32,23-Nov-2020 11:30:18,,29-11-2017
891,Balaji Telefilms Limited,30-Sep-2020,101130443,34732876,    34.34,66397567,,,,,3348265,101125905,0,0,0,3.31,23-Nov-2020 11:30:18,,
892,MRO-TEK Realty Limited,30-Sep-2020,18684602,10125538,    54.19,8559064,0,     0.00,     0.00,,151044,18596193,0,0,0,0.81,23-Nov-2020 11:30:18,,
893,TIPS Industries Limited,30-Sep-2020,12968659,9771352,    75.35,3197307,0,     0.00,     0.00,,210647,12953051,0,0,0,1.63,23-Nov-2020 11:30:18,,11-06-2013
894,Quintegra Solutions Limited,30-Sep-2020,26813830,665055,     2.48,26148775,4,     0.00,     0.00,,552433,26742534,0,0,0,2.07,23-Nov-2020 11:30:18,,
895,Sterlite Technologies Limited,30-Sep-2020,395689453,216664221,    54.76,179025232,0,     0.00,     0.00,,15924086,392796659,0,0,0,4.05,23-Nov-2020 11:30:18,,28-12-2018
896,Khandwala Securities Limited,30-Sep-2020,11939000,7235206,    60.60,4703794,1733321,    23.96,    14.52,,1781398,11821073,0,0,0,15.07,23-Nov-2020 11:30:18,,
897,Hikal Limited,30-Sep-2020,123300750,84792764,    68.77,38507986,0,     0.00,     0.00,,3061524,122905070,0,0,0,2.49,23-Nov-2020 11:30:18,,
898,Trident Limited,30-Sep-2020,5095955670,3661128805,    71.84,1434826865,0,     0.00,     0.00,,64081694,5071040950,0,0,0,1.26,23-Nov-2020 11:30:18,,
899,Shirpur Gold Refinery Limited,30-Jun-2020,29137202,12720703,    43.66,16416499,5000000,    39.31,    17.16,,6619051,29071490,0,0,0,22.77,23-Nov-2020 11:30:18,,28-11-2019
900,Marksans Pharma Limited,30-Sep-2020,409313698,197491733,    48.25,211821965,0,     0.00,     0.00,,13486303,408511358,0,0,0,3.3,23-Nov-2020 11:30:18,,
901,GATI Limited,30-Sep-2020,121945977,63294116,    51.90,58651861,3169350,     5.01,     2.60,,11493003,121060926,0,0,0,9.49,23-Nov-2020 11:30:18,,31-12-2019
902,Next Mediaworks Limited,30-Sep-2020,66892908,50161307,    74.99,16731601,0,     0.00,     0.00,,165504,66891019,0,0,0,0.25,23-Nov-2020 11:30:18,,23-04-2019
903,Goldstone Technologies Limited,30-Sep-2020,18782066,3534153,    18.82,15247913,0,     0.00,     0.00,,275792,18624937,0,0,0,1.48,23-Nov-2020 11:30:18,,
904,Smartlink Holdings Limited,30-Sep-2020,13300000,9918473,    74.57,3381527,0,     0.00,     0.00,,141334,13288491,0,0,0,1.06,23-Nov-2020 11:30:18,,
905,Godrej Consumer Products Limited,30-Sep-2020,1022486273,646488267,    63.23,375998006,4263670,     0.66,     0.42,,2090014,1014217874,0,0,0,0.21,23-Nov-2020 11:30:18,,27-03-2020
906,Suven Life Sciences Limited,30-Sep-2020,127282478,76370000,    60.00,50912478,0,     0.00,     0.00,,3071131,126859847,0,0,0,2.42,23-Nov-2020 11:30:18,,
907,Jain Irrigation Systems Limited,30-Sep-2020,496366053,144081040,    29.03,352285013,71015000,    49.29,    14.31,,104459869,494814883,0,0,0,21.11,23-Nov-2020 11:30:18,,31-12-2018
908,Lupin Limited,30-Sep-2020,453240333,212597654,    46.91,240642679,,,,,13589888,452256378,0,0,0,3,23-Nov-2020 11:30:18,,
909,United Spirits Limited,30-Sep-2020,726638715,412410600,    56.76,314228115,4897335,     1.19,     0.67,,39417019,722464155,0,0,0,5.46,23-Nov-2020 11:30:18,,29-05-2014
910,Future Enterprises Limited,30-Sep-2020,454930401,196942591,    43.29,257987810,168224739,    85.42,    36.98,,175452323,454468878,0,0,0,38.61,23-Nov-2020 11:30:18,30-Sep-2020,31-12-2019
911,Transport Corporation of India Limited,30-Sep-2020,76996400,51384393,    66.74,25612007,0,     0.00,     0.00,,614677,75567890,0,0,0,0.81,23-Nov-2020 11:30:18,,
912,MPS Limited,30-Sep-2020,18616926,12616996,    67.77,5999930,0,     0.00,     0.00,,533780,18036313,0,0,0,2.96,23-Nov-2020 11:30:18,,
913,Bharti Airtel Limited,30-Sep-2020,5455557355,3069110668,    56.26,2386446687,0,     0.00,     0.00,,26647845,5455553740,0,0,0,0.49,23-Nov-2020 11:30:18,,
914,Automotive Stampings and Assemblies Limited,30-Sep-2020,15864397,11898296,    75.00,3966101,0,     0.00,     0.00,,131573,15838899,0,0,0,0.83,23-Nov-2020 11:30:18,,
915,Olectra Greentech Limited,30-Sep-2020,82080737,50323229,    61.31,31757508,1347015,     2.68,     1.64,,2334846,82007859,0,0,0,2.85,23-Nov-2020 11:30:18,,30-05-2018
916,KHAITAN ELECTRICALS LTD.,31-Dec-2018,11500000,6344208,    55.17,5155792,4178062,    65.86,    36.33,,2948800,9125240,0,0,0,32.31,23-Nov-2020 11:30:18,,11-04-2016
917,Rajesh Exports Limited,30-Sep-2020,295259959,159573474,    54.05,135686485,0,     0.00,     0.00,,2235886,294903027,0,0,0,0.76,23-Nov-2020 11:30:17,,
918,Glenmark Pharmaceuticals Limited,30-Sep-2020,282168156,131567217,    46.63,150600939,0,     0.00,     0.00,,3931118,281138612,0,0,0,1.4,23-Nov-2020 11:30:17,,
919,Shree Rama Multi-Tech Limited,30-Sep-2020,63468005,26982301,    42.51,36485704,0,     0.00,     0.00,,945120,58362896,0,0,0,1.62,23-Nov-2020 11:30:17,,
920,Blue Coast Hotels Limited,30-Sep-2020,12748457,7826495,    61.39,4921962,55442,     0.71,     0.43,,66566,12671894,0,0,0,0.53,23-Nov-2020 11:30:17,,08-02-2019
921,Wockhardt Limited,30-Sep-2020,110756953,79878676,    72.12,30878277,17900000,    22.41,    16.16,,18998692,110156144,0,0,0,17.25,23-Nov-2020 11:30:17,30-Sep-2020,31-01-2020
922,LCC Infotech Limited,30-Sep-2020,126593350,58131011,    45.92,68462339,,,,,455311,124763994,0,0,0,0.36,23-Nov-2020 11:30:17,,
923,IVRCL Limited,30-Sep-2020,782897692,42032166,     5.37,740865526,42032166,   100.00,     5.37,,47407986,782689950,0,0,0,6.06,23-Nov-2020 11:30:17,,27-11-2014
